,Unnamed: 0,store_nbr,month,family,item_nbr,item_sales,family_sales
269839,269839,7,9,BREAD/BAKERY,1363876,456.0,82167.695
269840,269840,7,9,BREAD/BAKERY,1415679,204.0,82167.695
269841,269841,7,9,BREAD/BAKERY,1453122,187.0,82167.695
269842,269842,7,9,BREAD/BAKERY,1453123,300.0,82167.695
269843,269843,7,9,BREAD/BAKERY,1453124,270.0,82167.695
269844,269844,7,9,BREAD/BAKERY,1454707,228.0,82167.695
269845,269845,7,9,BREAD/BAKERY,1454708,286.0,82167.695
269846,269846,7,9,BREAD/BAKERY,1457840,856.0,82167.695
269847,269847,7,9,BREAD/BAKERY,1916577,438.0,82167.695
269848,269848,7,9,BREAD/BAKERY,1916578,189.0,82167.695
269849,269849,7,9,BREAD/BAKERY,1916579,193.0,82167.695
269850,269850,7,9,BREAD/BAKERY,1932980,204.0,82167.695
269851,269851,7,9,BREAD/BAKERY,1940454,79.0,82167.695
269852,269852,7,9,BREAD/BAKERY,1940466,56.0,82167.695
269853,269853,7,9,BREAD/BAKERY,1958713,64.0,82167.695
269854,269854,7,9,BREAD/BAKERY,1963740,193.0,82167.695
269855,269855,7,9,BREAD/BAKERY,1973454,54.0,82167.695
269856,269856,7,9,BREAD/BAKERY,1978835,714.0,82167.695
269857,269857,7,9,BREAD/BAKERY,1989798,203.0,82167.695
269858,269858,7,9,BREAD/BAKERY,1998005,663.0,82167.695
272975,272975,7,10,BREAD/BAKERY,103665,553.0,85474.695
272976,272976,7,10,BREAD/BAKERY,153239,709.0,85474.695
272977,272977,7,10,BREAD/BAKERY,153395,387.0,85474.695
272978,272978,7,10,BREAD/BAKERY,153398,528.0,85474.695
272979,272979,7,10,BREAD/BAKERY,165718,587.0,85474.695
272980,272980,7,10,BREAD/BAKERY,215370,463.0,85474.695
272981,272981,7,10,BREAD/BAKERY,253103,448.0,85474.695
272982,272982,7,10,BREAD/BAKERY,265279,856.0,85474.695
272983,272983,7,10,BREAD/BAKERY,269084,326.0,85474.695
272984,272984,7,10,BREAD/BAKERY,302952,591.0,85474.695
272985,272985,7,10,BREAD/BAKERY,310644,1132.0,85474.695
272986,272986,7,10,BREAD/BAKERY,310647,850.0,85474.695
272987,272987,7,10,BREAD/BAKERY,311994,6013.695,85474.695
272988,272988,7,10,BREAD/BAKERY,312113,232.0,85474.695
272989,272989,7,10,BREAD/BAKERY,315473,505.0,85474.695
272990,272990,7,10,BREAD/BAKERY,315474,574.0,85474.695
272991,272991,7,10,BREAD/BAKERY,359913,1324.0,85474.695
272992,272992,7,10,BREAD/BAKERY,360313,1096.0,85474.695
272993,272993,7,10,BREAD/BAKERY,360314,1236.0,85474.695
272994,272994,7,10,BREAD/BAKERY,402299,197.0,85474.695
272995,272995,7,10,BREAD/BAKERY,409738,2516.0,85474.695
272996,272996,7,10,BREAD/BAKERY,409739,919.0,85474.695
272997,272997,7,10,BREAD/BAKERY,414478,453.0,85474.695
272998,272998,7,10,BREAD/BAKERY,452212,4510.0,85474.695
272999,272999,7,10,BREAD/BAKERY,459762,709.0,85474.695
273000,273000,7,10,BREAD/BAKERY,464385,452.0,85474.695
273001,273001,7,10,BREAD/BAKERY,502182,360.0,85474.695
273002,273002,7,10,BREAD/BAKERY,502331,5096.0,85474.695
273003,273003,7,10,BREAD/BAKERY,511172,204.0,85474.695
273004,273004,7,10,BREAD/BAKERY,552050,418.0,85474.695
273005,273005,7,10,BREAD/BAKERY,559044,839.0,85474.695
273006,273006,7,10,BREAD/BAKERY,559494,683.0,85474.695
273007,273007,7,10,BREAD/BAKERY,564287,2970.0,85474.695
273008,273008,7,10,BREAD/BAKERY,564288,783.0,85474.695
273009,273009,7,10,BREAD/BAKERY,594045,1138.0,85474.695
273010,273010,7,10,BREAD/BAKERY,679602,526.0,85474.695
273011,273011,7,10,BREAD/BAKERY,679603,376.0,85474.695
273012,273012,7,10,BREAD/BAKERY,679604,566.0,85474.695
273013,273013,7,10,BREAD/BAKERY,696183,625.0,85474.695
273014,273014,7,10,BREAD/BAKERY,724360,547.0,85474.695
273015,273015,7,10,BREAD/BAKERY,724403,702.0,85474.695
273016,273016,7,10,BREAD/BAKERY,736128,469.0,85474.695
273017,273017,7,10,BREAD/BAKERY,809882,573.0,85474.695
273018,273018,7,10,BREAD/BAKERY,823245,619.0,85474.695
273019,273019,7,10,BREAD/BAKERY,830806,112.0,85474.695
273020,273020,7,10,BREAD/BAKERY,841197,1311.0,85474.695
273021,273021,7,10,BREAD/BAKERY,847894,1069.0,85474.695
273022,273022,7,10,BREAD/BAKERY,858872,331.0,85474.695
273023,273023,7,10,BREAD/BAKERY,888682,1082.0,85474.695
273024,273024,7,10,BREAD/BAKERY,888689,500.0,85474.695
273025,273025,7,10,BREAD/BAKERY,983310,299.0,85474.695
273026,273026,7,10,BREAD/BAKERY,986193,1162.0,85474.695
273027,273027,7,10,BREAD/BAKERY,1033395,482.0,85474.695
273028,273028,7,10,BREAD/BAKERY,1038937,867.0,85474.695
273029,273029,7,10,BREAD/BAKERY,1038945,992.0,85474.695
273030,273030,7,10,BREAD/BAKERY,1038946,1400.0,85474.695
273031,273031,7,10,BREAD/BAKERY,1038950,504.0,85474.695
273032,273032,7,10,BREAD/BAKERY,1038952,715.0,85474.695
273033,273033,7,10,BREAD/BAKERY,1038953,674.0,85474.695
273034,273034,7,10,BREAD/BAKERY,1038954,693.0,85474.695
273035,273035,7,10,BREAD/BAKERY,1038962,479.0,85474.695
273036,273036,7,10,BREAD/BAKERY,1045449,176.0,85474.695
273037,273037,7,10,BREAD/BAKERY,1072173,216.0,85474.695
273038,273038,7,10,BREAD/BAKERY,1089843,652.0,85474.695
273039,273039,7,10,BREAD/BAKERY,1089844,493.0,85474.695
273040,273040,7,10,BREAD/BAKERY,1092008,79.0,85474.695
273041,273041,7,10,BREAD/BAKERY,1149579,792.0,85474.695
273042,273042,7,10,BREAD/BAKERY,1179117,928.0,85474.695
273043,273043,7,10,BREAD/BAKERY,1179119,335.0,85474.695
273044,273044,7,10,BREAD/BAKERY,1179579,676.0,85474.695
273045,273045,7,10,BREAD/BAKERY,1179580,716.0,85474.695
273046,273046,7,10,BREAD/BAKERY,1179581,282.0,85474.695
273047,273047,7,10,BREAD/BAKERY,1210038,546.0,85474.695
273048,273048,7,10,BREAD/BAKERY,1279049,868.0,85474.695
273049,273049,7,10,BREAD/BAKERY,1303141,458.0,85474.695
273050,273050,7,10,BREAD/BAKERY,1309245,143.0,85474.695
273051,273051,7,10,BREAD/BAKERY,1309246,1757.0,85474.695
273052,273052,7,10,BREAD/BAKERY,1309560,602.0,85474.695
273053,273053,7,10,BREAD/BAKERY,1313222,706.0,85474.695
273054,273054,7,10,BREAD/BAKERY,1313223,1051.0,85474.695
273055,273055,7,10,BREAD/BAKERY,1321497,391.0,85474.695
273056,273056,7,10,BREAD/BAKERY,1333307,8882.0,85474.695
273057,273057,7,10,BREAD/BAKERY,1363876,613.0,85474.695
273058,273058,7,10,BREAD/BAKERY,1415679,197.0,85474.695
273059,273059,7,10,BREAD/BAKERY,1453122,175.0,85474.695
273060,273060,7,10,BREAD/BAKERY,1453123,261.0,85474.695
273061,273061,7,10,BREAD/BAKERY,1453124,278.0,85474.695
273062,273062,7,10,BREAD/BAKERY,1454707,168.0,85474.695
273063,273063,7,10,BREAD/BAKERY,1454708,238.0,85474.695
273064,273064,7,10,BREAD/BAKERY,1457840,1119.0,85474.695
273065,273065,7,10,BREAD/BAKERY,1916577,528.0,85474.695
273066,273066,7,10,BREAD/BAKERY,1916578,163.0,85474.695
273067,273067,7,10,BREAD/BAKERY,1916579,183.0,85474.695
273068,273068,7,10,BREAD/BAKERY,1932980,276.0,85474.695
273069,273069,7,10,BREAD/BAKERY,1940454,73.0,85474.695
273070,273070,7,10,BREAD/BAKERY,1940466,51.0,85474.695
273071,273071,7,10,BREAD/BAKERY,1958713,53.0,85474.695
273072,273072,7,10,BREAD/BAKERY,1963740,153.0,85474.695
273073,273073,7,10,BREAD/BAKERY,1973454,81.0,85474.695
273074,273074,7,10,BREAD/BAKERY,1973543,41.0,85474.695
273075,273075,7,10,BREAD/BAKERY,1978835,687.0,85474.695
273076,273076,7,10,BREAD/BAKERY,1989798,239.0,85474.695
273077,273077,7,10,BREAD/BAKERY,1998005,816.0,85474.695
276237,276237,7,11,BREAD/BAKERY,103665,652.0,79234.44
276238,276238,7,11,BREAD/BAKERY,153239,688.0,79234.44
276239,276239,7,11,BREAD/BAKERY,153395,363.0,79234.44
276240,276240,7,11,BREAD/BAKERY,153398,500.0,79234.44
276241,276241,7,11,BREAD/BAKERY,165718,509.0,79234.44
276242,276242,7,11,BREAD/BAKERY,215370,386.0,79234.44
276243,276243,7,11,BREAD/BAKERY,253103,455.0,79234.44
276244,276244,7,11,BREAD/BAKERY,265279,858.0,79234.44
276245,276245,7,11,BREAD/BAKERY,269084,369.0,79234.44
276246,276246,7,11,BREAD/BAKERY,302952,625.0,79234.44
276247,276247,7,11,BREAD/BAKERY,310644,1065.0,79234.44
276248,276248,7,11,BREAD/BAKERY,310647,776.0,79234.44
276249,276249,7,11,BREAD/BAKERY,311994,5408.44,79234.44
276250,276250,7,11,BREAD/BAKERY,312113,273.0,79234.44
276251,276251,7,11,BREAD/BAKERY,315473,493.0,79234.44
276252,276252,7,11,BREAD/BAKERY,315474,773.0,79234.44
276253,276253,7,11,BREAD/BAKERY,359913,1195.0,79234.44
276254,276254,7,11,BREAD/BAKERY,360313,988.0,79234.44
276255,276255,7,11,BREAD/BAKERY,360314,1008.0,79234.44
276256,276256,7,11,BREAD/BAKERY,402299,218.0,79234.44
276257,276257,7,11,BREAD/BAKERY,409738,2522.0,79234.44
276258,276258,7,11,BREAD/BAKERY,409739,894.0,79234.44
276259,276259,7,11,BREAD/BAKERY,414478,425.0,79234.44
276260,276260,7,11,BREAD/BAKERY,452212,4004.0,79234.44
276261,276261,7,11,BREAD/BAKERY,459762,849.0,79234.44
276262,276262,7,11,BREAD/BAKERY,464385,396.0,79234.44
276263,276263,7,11,BREAD/BAKERY,502182,371.0,79234.44
276264,276264,7,11,BREAD/BAKERY,502331,4901.0,79234.44
276265,276265,7,11,BREAD/BAKERY,511172,202.0,79234.44
276266,276266,7,11,BREAD/BAKERY,552050,367.0,79234.44
276267,276267,7,11,BREAD/BAKERY,559044,494.0,79234.44
276268,276268,7,11,BREAD/BAKERY,559494,776.0,79234.44
276269,276269,7,11,BREAD/BAKERY,564287,2694.0,79234.44
276270,276270,7,11,BREAD/BAKERY,564288,687.0,79234.44
276271,276271,7,11,BREAD/BAKERY,594045,875.0,79234.44
276272,276272,7,11,BREAD/BAKERY,679602,439.0,79234.44
276273,276273,7,11,BREAD/BAKERY,679603,194.0,79234.44
276274,276274,7,11,BREAD/BAKERY,679604,418.0,79234.44
276275,276275,7,11,BREAD/BAKERY,696183,610.0,79234.44
276276,276276,7,11,BREAD/BAKERY,724360,552.0,79234.44
276277,276277,7,11,BREAD/BAKERY,724403,610.0,79234.44
276278,276278,7,11,BREAD/BAKERY,736128,400.0,79234.44
276279,276279,7,11,BREAD/BAKERY,809882,566.0,79234.44
276280,276280,7,11,BREAD/BAKERY,823245,573.0,79234.44
276281,276281,7,11,BREAD/BAKERY,830806,114.0,79234.44
276282,276282,7,11,BREAD/BAKERY,841197,1140.0,79234.44
276283,276283,7,11,BREAD/BAKERY,847894,972.0,79234.44
276284,276284,7,11,BREAD/BAKERY,858872,275.0,79234.44
276285,276285,7,11,BREAD/BAKERY,888682,1056.0,79234.44
276286,276286,7,11,BREAD/BAKERY,888689,409.0,79234.44
276287,276287,7,11,BREAD/BAKERY,983310,302.0,79234.44
276288,276288,7,11,BREAD/BAKERY,986193,1133.0,79234.44
276289,276289,7,11,BREAD/BAKERY,1033395,400.0,79234.44
276290,276290,7,11,BREAD/BAKERY,1038937,802.0,79234.44
276291,276291,7,11,BREAD/BAKERY,1038945,926.0,79234.44
276292,276292,7,11,BREAD/BAKERY,1038946,1416.0,79234.44
276293,276293,7,11,BREAD/BAKERY,1038950,476.0,79234.44
276294,276294,7,11,BREAD/BAKERY,1038952,674.0,79234.44
276295,276295,7,11,BREAD/BAKERY,1038953,642.0,79234.44
276296,276296,7,11,BREAD/BAKERY,1038954,580.0,79234.44
276297,276297,7,11,BREAD/BAKERY,1038962,416.0,79234.44
276298,276298,7,11,BREAD/BAKERY,1045449,177.0,79234.44
276299,276299,7,11,BREAD/BAKERY,1072173,216.0,79234.44
276300,276300,7,11,BREAD/BAKERY,1089843,544.0,79234.44
276301,276301,7,11,BREAD/BAKERY,1089844,441.0,79234.44
276302,276302,7,11,BREAD/BAKERY,1092008,76.0,79234.44
276303,276303,7,11,BREAD/BAKERY,1149579,727.0,79234.44
276304,276304,7,11,BREAD/BAKERY,1179117,912.0,79234.44
276305,276305,7,11,BREAD/BAKERY,1179119,338.0,79234.44
276306,276306,7,11,BREAD/BAKERY,1179579,700.0,79234.44
276307,276307,7,11,BREAD/BAKERY,1179580,720.0,79234.44
276308,276308,7,11,BREAD/BAKERY,1179581,288.0,79234.44
276309,276309,7,11,BREAD/BAKERY,1210038,500.0,79234.44
276310,276310,7,11,BREAD/BAKERY,1279049,841.0,79234.44
276311,276311,7,11,BREAD/BAKERY,1303141,419.0,79234.44
276312,276312,7,11,BREAD/BAKERY,1309245,6.0,79234.44
276313,276313,7,11,BREAD/BAKERY,1309246,1577.0,79234.44
276314,276314,7,11,BREAD/BAKERY,1309560,597.0,79234.44
276315,276315,7,11,BREAD/BAKERY,1313222,691.0,79234.44
276316,276316,7,11,BREAD/BAKERY,1313223,961.0,79234.44
276317,276317,7,11,BREAD/BAKERY,1321497,363.0,79234.44
276318,276318,7,11,BREAD/BAKERY,1333307,7762.0,79234.44
276319,276319,7,11,BREAD/BAKERY,1363876,562.0,79234.44
276320,276320,7,11,BREAD/BAKERY,1415679,230.0,79234.44
276321,276321,7,11,BREAD/BAKERY,1453122,134.0,79234.44
276322,276322,7,11,BREAD/BAKERY,1453123,222.0,79234.44
276323,276323,7,11,BREAD/BAKERY,1453124,210.0,79234.44
276324,276324,7,11,BREAD/BAKERY,1454707,220.0,79234.44
276325,276325,7,11,BREAD/BAKERY,1454708,193.0,79234.44
276326,276326,7,11,BREAD/BAKERY,1457840,985.0,79234.44
276327,276327,7,11,BREAD/BAKERY,1916577,628.0,79234.44
276328,276328,7,11,BREAD/BAKERY,1916578,234.0,79234.44
276329,276329,7,11,BREAD/BAKERY,1916579,214.0,79234.44
276330,276330,7,11,BREAD/BAKERY,1932980,285.0,79234.44
276331,276331,7,11,BREAD/BAKERY,1940454,130.0,79234.44
276332,276332,7,11,BREAD/BAKERY,1940466,69.0,79234.44
276333,276333,7,11,BREAD/BAKERY,1958713,59.0,79234.44
276334,276334,7,11,BREAD/BAKERY,1963740,117.0,79234.44
276335,276335,7,11,BREAD/BAKERY,1973454,104.0,79234.44
276336,276336,7,11,BREAD/BAKERY,1973543,2.0,79234.44
276337,276337,7,11,BREAD/BAKERY,1978835,603.0,79234.44
276338,276338,7,11,BREAD/BAKERY,1989798,205.0,79234.44
276339,276339,7,11,BREAD/BAKERY,1998005,818.0,79234.44
279574,279574,7,12,BREAD/BAKERY,103665,574.0,73970.42
279575,279575,7,12,BREAD/BAKERY,153239,668.0,73970.42
279576,279576,7,12,BREAD/BAKERY,153395,337.0,73970.42
279577,279577,7,12,BREAD/BAKERY,153398,389.0,73970.42
279578,279578,7,12,BREAD/BAKERY,165718,419.0,73970.42
279579,279579,7,12,BREAD/BAKERY,215370,247.0,73970.42
279580,279580,7,12,BREAD/BAKERY,253103,342.0,73970.42
279581,279581,7,12,BREAD/BAKERY,265279,620.0,73970.42
279582,279582,7,12,BREAD/BAKERY,269084,347.0,73970.42
279583,279583,7,12,BREAD/BAKERY,302952,594.0,73970.42
279584,279584,7,12,BREAD/BAKERY,310644,1160.0,73970.42
279585,279585,7,12,BREAD/BAKERY,310647,671.0,73970.42
279586,279586,7,12,BREAD/BAKERY,311994,5739.424,73970.42
279587,279587,7,12,BREAD/BAKERY,312113,161.0,73970.42
279588,279588,7,12,BREAD/BAKERY,315473,364.0,73970.42
279589,279589,7,12,BREAD/BAKERY,315474,462.0,73970.42
279590,279590,7,12,BREAD/BAKERY,359913,1487.0,73970.42
279591,279591,7,12,BREAD/BAKERY,360313,891.0,73970.42
279592,279592,7,12,BREAD/BAKERY,360314,899.0,73970.42
279593,279593,7,12,BREAD/BAKERY,402299,109.0,73970.42
279594,279594,7,12,BREAD/BAKERY,409738,1993.0,73970.42
279595,279595,7,12,BREAD/BAKERY,409739,769.0,73970.42
279596,279596,7,12,BREAD/BAKERY,414478,291.0,73970.42
279597,279597,7,12,BREAD/BAKERY,452212,4059.0,73970.42
279598,279598,7,12,BREAD/BAKERY,459762,581.0,73970.42
279599,279599,7,12,BREAD/BAKERY,464385,231.0,73970.42
279600,279600,7,12,BREAD/BAKERY,502182,304.0,73970.42
279601,279601,7,12,BREAD/BAKERY,502331,4806.0,73970.42
279602,279602,7,12,BREAD/BAKERY,511172,194.0,73970.42
279603,279603,7,12,BREAD/BAKERY,552050,283.0,73970.42
279604,279604,7,12,BREAD/BAKERY,559044,651.0,73970.42
279605,279605,7,12,BREAD/BAKERY,559494,596.0,73970.42
279606,279606,7,12,BREAD/BAKERY,564287,2161.0,73970.42
279607,279607,7,12,BREAD/BAKERY,564288,565.0,73970.42
279608,279608,7,12,BREAD/BAKERY,594045,745.0,73970.42
279609,279609,7,12,BREAD/BAKERY,679602,393.0,73970.42
279610,279610,7,12,BREAD/BAKERY,679603,272.0,73970.42
279611,279611,7,12,BREAD/BAKERY,679604,413.0,73970.42
279612,279612,7,12,BREAD/BAKERY,696183,493.0,73970.42
279613,279613,7,12,BREAD/BAKERY,724360,470.0,73970.42
279614,279614,7,12,BREAD/BAKERY,724403,488.0,73970.42
279615,279615,7,12,BREAD/BAKERY,736128,391.0,73970.42
279616,279616,7,12,BREAD/BAKERY,809882,443.0,73970.42
279617,279617,7,12,BREAD/BAKERY,823245,461.0,73970.42
279618,279618,7,12,BREAD/BAKERY,830806,154.0,73970.42
279619,279619,7,12,BREAD/BAKERY,841197,1013.0,73970.42
279620,279620,7,12,BREAD/BAKERY,847894,885.0,73970.42
279621,279621,7,12,BREAD/BAKERY,858872,216.0,73970.42
279622,279622,7,12,BREAD/BAKERY,888682,895.0,73970.42
279623,279623,7,12,BREAD/BAKERY,888689,420.0,73970.42
279624,279624,7,12,BREAD/BAKERY,983310,237.0,73970.42
279625,279625,7,12,BREAD/BAKERY,986193,1047.0,73970.42
279626,279626,7,12,BREAD/BAKERY,1033395,314.0,73970.42
279627,279627,7,12,BREAD/BAKERY,1038937,756.0,73970.42
279628,279628,7,12,BREAD/BAKERY,1038945,742.0,73970.42
279629,279629,7,12,BREAD/BAKERY,1038946,1219.0,73970.42
279630,279630,7,12,BREAD/BAKERY,1038950,469.0,73970.42
279631,279631,7,12,BREAD/BAKERY,1038952,621.0,73970.42
279632,279632,7,12,BREAD/BAKERY,1038953,516.0,73970.42
279633,279633,7,12,BREAD/BAKERY,1038954,508.0,73970.42
279634,279634,7,12,BREAD/BAKERY,1038962,385.0,73970.42
279635,279635,7,12,BREAD/BAKERY,1045449,170.0,73970.42
279636,279636,7,12,BREAD/BAKERY,1072173,198.0,73970.42
279637,279637,7,12,BREAD/BAKERY,1089843,495.0,73970.42
279638,279638,7,12,BREAD/BAKERY,1089844,456.0,73970.42
279639,279639,7,12,BREAD/BAKERY,1092008,125.0,73970.42
279640,279640,7,12,BREAD/BAKERY,1149579,665.0,73970.42
279641,279641,7,12,BREAD/BAKERY,1179117,769.0,73970.42
279642,279642,7,12,BREAD/BAKERY,1179119,293.0,73970.42
279643,279643,7,12,BREAD/BAKERY,1179579,1002.0,73970.42
279644,279644,7,12,BREAD/BAKERY,1179580,1391.0,73970.42
279645,279645,7,12,BREAD/BAKERY,1179581,165.0,73970.42
279646,279646,7,12,BREAD/BAKERY,1210038,446.0,73970.42
279647,279647,7,12,BREAD/BAKERY,1279049,801.0,73970.42
279648,279648,7,12,BREAD/BAKERY,1303141,351.0,73970.42
279649,279649,7,12,BREAD/BAKERY,1309245,60.0,73970.42
279650,279650,7,12,BREAD/BAKERY,1309246,1418.0,73970.42
279651,279651,7,12,BREAD/BAKERY,1309560,569.0,73970.42
279652,279652,7,12,BREAD/BAKERY,1313222,735.0,73970.42
279653,279653,7,12,BREAD/BAKERY,1313223,926.0,73970.42
279654,279654,7,12,BREAD/BAKERY,1321497,308.0,73970.42
279655,279655,7,12,BREAD/BAKERY,1333307,8301.0,73970.42
279656,279656,7,12,BREAD/BAKERY,1363876,529.0,73970.42
279657,279657,7,12,BREAD/BAKERY,1415679,186.0,73970.42
279658,279658,7,12,BREAD/BAKERY,1453122,75.0,73970.42
279659,279659,7,12,BREAD/BAKERY,1453123,154.0,73970.42
279660,279660,7,12,BREAD/BAKERY,1453124,178.0,73970.42
279661,279661,7,12,BREAD/BAKERY,1454707,127.0,73970.42
279662,279662,7,12,BREAD/BAKERY,1454708,122.0,73970.42
279663,279663,7,12,BREAD/BAKERY,1457840,737.0,73970.42
279664,279664,7,12,BREAD/BAKERY,1916577,696.0,73970.42
279665,279665,7,12,BREAD/BAKERY,1916578,223.0,73970.42
279666,279666,7,12,BREAD/BAKERY,1916579,155.0,73970.42
279667,279667,7,12,BREAD/BAKERY,1932980,259.0,73970.42
279668,279668,7,12,BREAD/BAKERY,1940454,90.0,73970.42
279669,279669,7,12,BREAD/BAKERY,1940466,86.0,73970.42
279670,279670,7,12,BREAD/BAKERY,1958713,30.0,73970.42
279671,279671,7,12,BREAD/BAKERY,1963740,83.0,73970.42
279672,279672,7,12,BREAD/BAKERY,1973454,84.0,73970.42
279673,279673,7,12,BREAD/BAKERY,1978835,599.0,73970.42
279674,279674,7,12,BREAD/BAKERY,1989798,224.0,73970.42
279675,279675,7,12,BREAD/BAKERY,1998005,759.0,73970.42
282950,282950,8,1,BREAD/BAKERY,103665,383.0,113537.98
282951,282951,8,1,BREAD/BAKERY,153239,794.0,113537.98
282952,282952,8,1,BREAD/BAKERY,153395,713.0,113537.98
282953,282953,8,1,BREAD/BAKERY,153398,1193.0,113537.98
282954,282954,8,1,BREAD/BAKERY,165718,642.0,113537.98
282955,282955,8,1,BREAD/BAKERY,215370,647.0,113537.98
282956,282956,8,1,BREAD/BAKERY,253103,168.0,113537.98
282957,282957,8,1,BREAD/BAKERY,265279,1567.0,113537.98
282958,282958,8,1,BREAD/BAKERY,269084,575.0,113537.98
282959,282959,8,1,BREAD/BAKERY,302952,700.0,113537.98
282960,282960,8,1,BREAD/BAKERY,310644,2955.0,113537.98
282961,282961,8,1,BREAD/BAKERY,310647,990.0,113537.98
282962,282962,8,1,BREAD/BAKERY,311994,4353.978,113537.98
282963,282963,8,1,BREAD/BAKERY,312113,377.0,113537.98
282964,282964,8,1,BREAD/BAKERY,315473,340.0,113537.98
282965,282965,8,1,BREAD/BAKERY,315474,1265.0,113537.98
282966,282966,8,1,BREAD/BAKERY,359913,1273.0,113537.98
282967,282967,8,1,BREAD/BAKERY,360313,2138.0,113537.98
282968,282968,8,1,BREAD/BAKERY,360314,2171.0,113537.98
282969,282969,8,1,BREAD/BAKERY,402299,479.0,113537.98
282970,282970,8,1,BREAD/BAKERY,409738,2724.0,113537.98
282971,282971,8,1,BREAD/BAKERY,409739,762.0,113537.98
282972,282972,8,1,BREAD/BAKERY,414478,487.0,113537.98
282973,282973,8,1,BREAD/BAKERY,452212,3277.0,113537.98
282974,282974,8,1,BREAD/BAKERY,459762,1318.0,113537.98
282975,282975,8,1,BREAD/BAKERY,464385,638.0,113537.98
282976,282976,8,1,BREAD/BAKERY,502182,523.0,113537.98
282977,282977,8,1,BREAD/BAKERY,502331,7424.0,113537.98
282978,282978,8,1,BREAD/BAKERY,511172,190.0,113537.98
282979,282979,8,1,BREAD/BAKERY,552050,562.0,113537.98
282980,282980,8,1,BREAD/BAKERY,559044,751.0,113537.98
282981,282981,8,1,BREAD/BAKERY,559494,1415.0,113537.98
282982,282982,8,1,BREAD/BAKERY,564287,3752.0,113537.98
282983,282983,8,1,BREAD/BAKERY,564288,514.0,113537.98
282984,282984,8,1,BREAD/BAKERY,594045,687.0,113537.98
282985,282985,8,1,BREAD/BAKERY,679602,376.0,113537.98
282986,282986,8,1,BREAD/BAKERY,679603,625.0,113537.98
282987,282987,8,1,BREAD/BAKERY,679604,644.0,113537.98
282988,282988,8,1,BREAD/BAKERY,696183,436.0,113537.98
282989,282989,8,1,BREAD/BAKERY,724360,456.0,113537.98
282990,282990,8,1,BREAD/BAKERY,724403,458.0,113537.98
282991,282991,8,1,BREAD/BAKERY,736128,470.0,113537.98
282992,282992,8,1,BREAD/BAKERY,809882,1235.0,113537.98
282993,282993,8,1,BREAD/BAKERY,823245,1501.0,113537.98
282994,282994,8,1,BREAD/BAKERY,830806,283.0,113537.98
282995,282995,8,1,BREAD/BAKERY,841197,2919.0,113537.98
282996,282996,8,1,BREAD/BAKERY,847894,1449.0,113537.98
282997,282997,8,1,BREAD/BAKERY,858872,470.0,113537.98
282998,282998,8,1,BREAD/BAKERY,871513,1570.0,113537.98
282999,282999,8,1,BREAD/BAKERY,871514,140.0,113537.98
283000,283000,8,1,BREAD/BAKERY,888682,1848.0,113537.98
283001,283001,8,1,BREAD/BAKERY,888689,862.0,113537.98
283002,283002,8,1,BREAD/BAKERY,913526,397.0,113537.98
283003,283003,8,1,BREAD/BAKERY,983310,640.0,113537.98
283004,283004,8,1,BREAD/BAKERY,986193,2017.0,113537.98
283005,283005,8,1,BREAD/BAKERY,1033395,1065.0,113537.98
283006,283006,8,1,BREAD/BAKERY,1038937,981.0,113537.98
283007,283007,8,1,BREAD/BAKERY,1038945,1582.0,113537.98
283008,283008,8,1,BREAD/BAKERY,1038946,963.0,113537.98
283009,283009,8,1,BREAD/BAKERY,1038950,556.0,113537.98
283010,283010,8,1,BREAD/BAKERY,1038952,2015.0,113537.98
283011,283011,8,1,BREAD/BAKERY,1038953,1209.0,113537.98
283012,283012,8,1,BREAD/BAKERY,1038954,882.0,113537.98
283013,283013,8,1,BREAD/BAKERY,1038962,1025.0,113537.98
283014,283014,8,1,BREAD/BAKERY,1045449,281.0,113537.98
283015,283015,8,1,BREAD/BAKERY,1072173,355.0,113537.98
283016,283016,8,1,BREAD/BAKERY,1089843,576.0,113537.98
283017,283017,8,1,BREAD/BAKERY,1089844,584.0,113537.98
283018,283018,8,1,BREAD/BAKERY,1092008,183.0,113537.98
283019,283019,8,1,BREAD/BAKERY,1149579,1397.0,113537.98
283020,283020,8,1,BREAD/BAKERY,1179117,1133.0,113537.98
283021,283021,8,1,BREAD/BAKERY,1179119,542.0,113537.98
283022,283022,8,1,BREAD/BAKERY,1179579,1076.0,113537.98
283023,283023,8,1,BREAD/BAKERY,1179580,662.0,113537.98
283024,283024,8,1,BREAD/BAKERY,1179581,806.0,113537.98
283025,283025,8,1,BREAD/BAKERY,1210038,1130.0,113537.98
283026,283026,8,1,BREAD/BAKERY,1279049,1064.0,113537.98
283027,283027,8,1,BREAD/BAKERY,1303141,509.0,113537.98
283028,283028,8,1,BREAD/BAKERY,1309245,132.0,113537.98
283029,283029,8,1,BREAD/BAKERY,1309246,3806.0,113537.98
283030,283030,8,1,BREAD/BAKERY,1309560,467.0,113537.98
283031,283031,8,1,BREAD/BAKERY,1313222,1280.0,113537.98
283032,283032,8,1,BREAD/BAKERY,1313223,2327.0,113537.98
283033,283033,8,1,BREAD/BAKERY,1321497,451.0,113537.98
283034,283034,8,1,BREAD/BAKERY,1333307,7989.0,113537.98
283035,283035,8,1,BREAD/BAKERY,1363876,709.0,113537.98
